"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2013","BMW","328 i","230","15144","4.6","159","Dealer","Caspian Auto Motors","3.7","170","3906 Jefferson Davis Hwy Stafford","VA","22554","Fair","4.7","4.6","4.8","4.4","4.8","4.6","Black Sapphire Metallic","Black","Rear-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA3C1G53DNR47146","R47146","88544","Sedan","4"
"2019","BMW","330 i","258","35995","4.9","30","Dealer","AutoNation Ford Miami","4.7","899","16800 NW 57th Ave Hialeah","FL","33015","Great","4.9","4.9","5","4.6","4.9","4.9","Alpine White","–","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C51KAJ98803","KAJ98803","38416","Sedan","4"
"2018","BMW","330 i xDrive","258","29998","4.8","32","Dealer","CarMax King of Prussia - Now offering Curbside Pickup","5","3","185 S Gulph Rd King of Prussia","PA","19406","Good","4.9","4.7","4.9","4.6","4.8","4.8","Black","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8D9C5XJEM34401","22587679","39590","Sedan","4"
"2019","BMW","530 i xDrive","249","3899","4.8","15","Dealer","Auto Holding 46","4.1","111","74 Route 46 Mountain Lakes","NJ","7046","Great","4.9","4.8","4.8","4.5","4.9","4.7","Black Sapphire Metallic","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBAJA7C54KG909979","909979","16039","Sedan","4"
"2019","BMW","330 i xDrive","258","3699","4.9","30","Dealer","Terryville Chevrolet","4.4","78","302 Main St Terryville","CT","6786","Good","4.9","4.9","5","4.6","4.9","4.9","Sunset Orange Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C58KAJ83573","J83573T","42479","Sedan","4"
"2016","BMW","X5 xDrive35i","306","34998","4.8","73","Dealer","Sonia's Auto Sales","3.8","35","1448 Grafton St Worcester","MA","1604","Fair","4.8","4.8","4.8","4.5","4.8","4.7","Imperial Blue Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C50G0S85801","G0S85801","59178","SUV","4"
"2019","BMW","X3 xDrive30i","249","30697","4.7","99","Dealer","Dublin INFINITI","4.7","53","6450 Dublin Ct Dublin","CA","94568","Good","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLE16782","IKLE16782RP","63190","SUV","4"
"2019","BMW","X5 xDrive40i","340","50998","4.7","55","Dealer","CarMax Serramonte - Now offering Curbside Pickup and Home Delivery","2.5","4","401 Serramonte Blvd Colma","CA","94014","Fair","5","4.9","4.9","4.4","4.7","4.6","White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C5XKLK89949","22711581","33585","SUV","4"
"2019","BMW","X5 xDrive40i","340","46432","4.7","55","Dealer","Nissan of McKinney","4.3","812","3800 S. Hwy 75 McKinney","TX","75069","Fair","5","4.9","4.9","4.4","4.7","4.6","Phytonic Blue Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C51KLL12115","KLL12115","70468","SUV","4"
"2013","BMW","X3 xDrive28i","245","16999","4.2","82","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Great","4.5","4.4","4.3","3.8","4.5","3.8","Titanium Silver Metallic","Black","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C50D0A23383","41493A","85716","SUV","4"
"2019","BMW","X3 xDrive30i","249","38591","4.7","99","Dealer","Checkered Flag BMW & Mini","4.9","3037","5225 Virginia Beach Blvd Virginia Beach","VA","23462","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Canberra Beige","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C51KLR04549","B67642A","39990","SUV","4"
"2019","BMW","740 i","380","44995","4.5","2","Dealer","United Imports","4.5","90","3910 Stevens Creek Blvd San Jose","CA","95129","Good","5","4","4.5","4","4","4.5","Black Sapphire Metallic","Black","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7E2C55KB217731","KB217731A","29613","Sedan","4"
"2021","BMW","X3 M40i","360","5788","4.7","29","Dealer","Autos of Dallas","4.3","1341","4472 W Plano Pkwy Plano","TX","75093","Good","4.8","4.7","4.8","4.5","4.8","4.6","Black Sapphire Metallic","Black","All-wheel Drive","21","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTY9C01M9G38458","G38458","14850","SUV","4"
"2019","BMW","X5 xDrive40i","340","54988","4.7","55","Dealer","Audi Westwood","4.6","573","375 Providence Highway","RT","1","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C56KLL60791","KLL60791","20207","SUV","4"
"2019","BMW","X3 xDrive30i","249","39998","4.7","99","Dealer","CarMax Fremont - Now offering Curbside Pickup and Home Delivery","4.8","1","44100 Christy St Fremont","CA","94538","Good","4.7","4.7","4.8","4.3","4.8","4.6","Gray","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLP96333","22956501","10872","SUV","4"
"2017","BMW","X5 sDrive35i","306","29962","4.7","77","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Good","4.8","4.7","4.7","4.4","4.8","4.7","Carbon Black Metallic","Terra","Rear-wheel Drive","18","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR2C59H0U20271","H0U20271A","87148","Crossover","4"
"2019","BMW","X3 xDrive30i","249","39998","4.7","99","Dealer","CarMax Independence Boulevard - Now offering Curbside Pickup and Home Delivery","3","9","7700 Krefeld Dr Charlotte","NC","28227","Fair","4.7","4.7","4.8","4.3","4.8","4.6","White","Mocha","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C51KLP95333","22896353","43701","SUV","4"
"2020","BMW","X7 xDrive40i","381","62989","4.9","22","Dealer","Thompson BMW","4.5","1208","680 N Main St Doylestown","PA","18901","Good","5","5","5","4.7","4.9","4.9","White Metallic","Ivory White","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C05L9B16024","5556Z","54457","SUV","4"
"2019","BMW","X5 xDrive40i","340","5349","4.7","55","Dealer","BMW of Freehold","4.8","1468","4225 U.S. 9 Freehold","NJ","7728","Good","5","4.9","4.9","4.4","4.7","4.6","Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C55KLL64489","BFR6101","24368","SUV","4"
"2018","BMW","330 i xDrive","258","23995","4.8","32","Dealer","Victory Mitsubishi","3.4","472","4070 Boston rd Bronx","NY","10475","Great","4.9","4.7","4.9","4.6","4.8","4.8","Mineral Gray Metallic","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8D9C50JA616437","18535","53886","Sedan","4"
"2019","BMW","X7 xDrive40i","381","68943","4.1","22","Dealer","BMW of Freeport","4.7","1352","291 W. Sunrise Hwy Freeport","NY","11520","Good","4.5","4.6","4","3.4","4.5","3.5","Carbon Black Metallic","Ivory White","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C51KLB44058","KLB44058T","41859","SUV","4"
"2016","BMW","X4 xDrive28i","245","29942","4.9","17","Dealer","BMW of Norwood","4.6","1108","920 Providence Highway Norwood","MA","2062","Fair","4.9","4.8","4.9","4.7","4.9","4.9","Alpine White","Sand Beige","All-wheel Drive","20","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXXW3C54G0R22544","G0R22544","49090","Wagon","4"
"2021","BMW","228 Gran Coupe 228i sDrive Gran Coupe","306","35998","5","2","Dealer","Stevens Creek BMW","4.4","1572","4343 Stevens Creek Blvd Santa Clara","CA","95051","Good","5","5","5","5","5","5","Black","Black","Front-wheel Drive","24","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA53AK07M7H34096","NM7H34096","10845","Sedan","4"
"2019","BMW","X3 sDrive30i","249","31910","4.7","99","Dealer","Showcase Honda","4.3","1049","1333 E Camelback Rd Phoenix","AZ","85014","Good","4.7","4.7","4.8","4.3","4.8","4.6","Alpine White","Black","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C58KLR44115","24930","60468","Crossover","4"
"2019","BMW","X5 xDrive40i","340","52505","4.7","55","Dealer","Jaguar Land Rover Boerne","5","1","32120 IH-10 West Boerne","TX","78006","Fair","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C5XKLK89451","M0346A","37858","SUV","4"
"2019","BMW","330 i","258","38995","4.9","30","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Good","4.9","4.9","5","4.6","4.9","4.9","Vermont Bronze Metallic","Oyster","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C59KAK08915","5143177","28981","Sedan","4"
"2019","BMW","X6 xDrive35i","306","56983","4","8","Dealer","BMW of Orland Park","4.5","611","11030 W 159th St Orland Park","IL","60467","Good","4","4.5","3.5","3.6","4.8","3.5","Carbon Black Metallic","Coral Red / Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C57K0Z64032","VB716","27579","SUV","4"
"2015","BMW","X5 xDrive50i","329","34920","4.7","97","Dealer","Hennessy Jaguar Land Rover of North Atlanta","4.5","164","1505 Mansell Road Alpharetta","GA","30009","Good","4.8","4.8","4.9","4.3","4.8","4.5","Mineral White Metallic","Black","All-wheel Drive","15","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXKR6C51F0J77866","N8538ZA","34895","SUV","4"
"2019","BMW","540 i","340","47988","4.9","17","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Great","4.9","4.9","5","4.6","5","4.8","Bluestone Metallic","Black","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C50KG919000","P43264","12651","Sedan","4"
"2020","BMW","M4 Base","431","76525","4.9","1","Dealer","Mall of Georgia MINI","4.9","1489","3751 Buford Dr NE Buford","GA","30519","Good","5","5","5","4","5","5","Sakhir Orange II Metallic","Black","Rear-wheel Drive","18","25","Gasoline","7-Speed Automatic with Auto-Shift","3.0L I6 24V GDI DOHC Twin Turbo","3","6","WBS4Y9C07LFJ12184","X53082","15292","Coupe","2"
"2017","BMW","330 Gran Turismo i xDrive","249","28995","4.8","8","Dealer","Classic BMW Mini Willoughby Hills","4.9","280","2571 Som Center Rd Willoughby Hills","OH","44094","Good","5","5","4.9","4.5","4.7","4.7","Jet Black","Coral Red / Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8Z9C31HG827413","B11442A","40682","Hatchback","4"
"2019","BMW","540 i xDrive","340","4299","4.9","17","Dealer","BMW of Freehold","4.8","1468","4225 U.S. 9 Freehold","NJ","7728","Great","4.9","4.9","5","4.6","5","4.8","Imperial Blue Metallic","Cognac","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C5XKG893078","BFR6108","32118","Sedan","4"
"2019","BMW","330 i xDrive","258","3295","4.9","30","Dealer","26 Motors Bronx","3.7","3","4015 Boston Road Bronx","NY","10466","Fair","4.9","4.9","5","4.6","4.9","4.9","Blue","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C58KAE82869","E82869","46128","Sedan","4"
"2019","BMW","X5 xDrive40i","340","54499","4.7","55","Dealer","AutoNation USA Denver 104","5","5","759 1 104th Northglenn","CO","80234","Fair","5","4.9","4.9","4.4","4.7","4.6","Alpine White","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C56KLL35342","KLL35342","29412","SUV","4"
"2013","BMW","328 i","230","14938","4.6","159","Dealer","Auto Outlet of Tacoma","3.3","9","3430 S Tacoma Way Tacoma","WA","98409","Great","4.7","4.6","4.8","4.4","4.8","4.6","Mojave Metallic","Saddle Brown","Rear-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA3A5C51DF351126","8761","61605","Sedan","4"
"2016","BMW","535 i xDrive","306","25787","4.7","28","Dealer","Kimber Creek Ford","4.9","289","2654 State 371 Sw Pine River","MN","56474","Good","4.8","4.7","4.7","4.4","4.7","4.7","Mineral Gray Metallic","Black","All-wheel Drive","20","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5B3C5XGG254676","58516C","49129","Sedan","4"
"2014","BMW","X1 xDrive 28i","231","14344","4.7","70","Dealer","Napleton's Schaumburg Mazda","3.5","187","110 W. Golf Rd Schaumburg","IL","60195","Great","4.6","4.6","4.9","4.7","4.8","4.8","Alpine White","Sand Beige","All-wheel Drive","22","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBAVL1C51EVY15339","104540B","82392","SUV","4"
"2018","BMW","X5 xDrive35i","306","39993","4.8","66","Dealer","BMW of Milwaukee North","4.8","491","5990 N Green Bay Ave Glendale","WI","53209","Good","4.8","4.9","4.9","4.5","4.9","4.8","Sparkling Brown Metallic","Ivory White","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C54J0Y03173","B04006A","49358","SUV","4"
"2019","BMW","X5 xDrive40i","340","53999","4.7","55","Dealer","CarShop Hatfield","4.7","516","2801 Bethlehem Pike Hatfield","PA","19440","Fair","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL40806","B64392M","27752","SUV","4"
"2015","BMW","X5 xDrive35i","306","26799","4.7","97","Dealer","Planet Honda","4.6","4515","2285 US-22 Union","NJ","7083","Great","4.8","4.8","4.9","4.3","4.8","4.5","Dark Graphite","Black","All-wheel Drive","18","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C55F0P03137","F0P03137P","48864","SUV","4"
"2019","BMW","X5 xDrive40i","340","46995","4.7","55","Dealer","Victory Mitsubishi","3.4","472","4070 Boston rd Bronx","NY","10475","Good","5","4.9","4.9","4.4","4.7","4.6","Gray Metallic","Canberra Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C51KLL40447","18470","49782","SUV","4"
"2016","BMW","X5 xDrive35i","306","31977","4.8","73","Dealer","Balise Honda of North Attleboro","4.6","373","849 S. Washington St. North Attleborough","MA","2760","Good","4.8","4.8","4.8","4.5","4.8","4.7","Mineral White Metallic","Mocha","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C59G0S91483","HLP2363","54593","SUV","4"
"2019","BMW","X3 xDrive30i","249","37388","4.7","99","Dealer","Dublin Toyota","4.4","135","4321 Toyota Dr Dublin","CA","94568","Great","4.7","4.7","4.8","4.3","4.8","4.6","Glacier Silver Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C5XKLR05327","T38587B","18302","SUV","4"
"2018","BMW","X5 sDrive35i","306","43962","4.8","66","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Fair","4.8","4.9","4.9","4.5","4.9","4.8","Dark Graphite","Black","Rear-wheel Drive","18","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR2C54J0Z20599","J0Z20599A","20893","Crossover","4"
"2018","BMW","X5 M Base","625","67530","4.8","6","Dealer","Motorcars of Atlanta","4.6","51","7865 Roswell Rd Atlanta","GA","30350","Fair","4.7","4.8","5","4.5","4.7","5","Black Sapphire Metallic","Black","All-wheel Drive","14","19","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5YMKT6C59J0Y83423","U13045","40742","SUV","4"
"2017","BMW","X3 xDrive28i","245","31998","4.8","89","Dealer","CarMax Gaithersburg - Now offering Curbside Pickup","3","10","16411 Shady Grove Rd Gaithersburg","MD","20877","Good","4.8","4.8","4.9","4.5","4.8","4.9","Gray","Black","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C38H0T21892","22811297","39439","SUV","4"
"2019","BMW","X5 xDrive40i","340","50985","4.7","55","Dealer","AutoNation Cadillac West Palm Beach","4.7","598","2101 45th St West Palm Beach","FL","33407","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C51KLK87393","KLK87393","42448","SUV","4"
"2019","BMW","330 i","258","34998","4.9","30","Dealer","CarMax Boynton Beach - Now offering Curbside Pickup and Home Delivery","3","4","2000 Highridge Rd Boynton Beach","FL","33426","Fair","4.9","4.9","5","4.6","4.9","4.9","Black","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C50KFH11321","23067829","47215","Sedan","4"
"2016","BMW","X5 xDrive35i","306","39998","4.8","73","Dealer","CarMax Danvers - Now offering Curbside Pickup and Home Delivery","1.8","12","161 Andover St Danvers","MA","1923","Fair","4.8","4.8","4.8","4.5","4.8","4.7","Gray","Brown","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C5XG0S86468","22816659","35050","SUV","4"
"2020","BMW","X5 xDrive40i","340","58998","4.7","53","Dealer","Walser Chrysler Jeep Dodge RAM","4.6","648","314 Main St. Hopkins","MN","55343","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black","–","All-wheel Drive","20","26","Gasoline","Automatic","Intercooled Turbo Premium Unleaded I-6 3.0 L/183","3","6","5UXCR6C0XL9B86164","6AU194T","31591","SUV","4"
"2020","BMW","M340 i xDrive","387","56920","4.9","29","Dealer","Ultimo Motors East","4.3","140","150 W Ogden Ave Westmont","IL","60559","Good","4.8","4.8","5","4.7","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","22","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5U9C01LFJ82705","UM5534","14334","Sedan","4"
"2019","BMW","X3 xDrive30i","249","37743","4.7","99","Dealer","Ed Napleton Acura Kia","4.1","571","745 W Lake St Elmhurst","IL","60126","Good","4.7","4.7","4.8","4.3","4.8","4.6","Alpine White","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C53KLP86407","PKC12792","31362","SUV","4"
"2015","BMW","328 i","230","17999","4.7","107","Dealer","Atlanta Motorsports Sales","3.2","31","10390 Alpharetta St. Roswell","GA","30075","Fair","4.7","4.7","4.8","4.5","4.8","4.6","Silver","Black","Rear-wheel Drive","23","35","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA3A5G55FNS91449","AMS1549","81207","Sedan","4"
"2019","BMW","X3 xDrive30i","249","39910","4.7","99","Dealer","Audi of Bedford","4.5","127","19400 Rockside Road Bedford","OH","44146","Good","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLE12036","23567A","31825","SUV","4"
"2019","BMW","X1 xDrive28i","231","33995","4.7","17","Dealer","Marina Chrysler Dodge Jeep Mitsubishi RAM","4.1","59","943 Ridge Rd. Webster","NY","14580","Good","4.8","4.6","4.8","4.7","4.8","4.6","Black Sapphire Metallic","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C52K5L91468","P10961","31770","SUV","4"
"2019","BMW","M550 i xDrive","530","52495","4.5","3","Dealer","Auto Holding 46","4.1","111","74 Route 46 Mountain Lakes","NJ","7046","Great","5","4.7","5","3.7","4","4","Bluestone Metallic","Black","All-wheel Drive","18","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBAJB9C50KB464288","464288","29618","Sedan","4"
"2019","BMW","X5 xDrive40i","340","51995","4.7","55","Dealer","BMW of Bloomfield","4.2","77","425 Bloomfield Ave Bloomfield","NJ","7003","Fair","5","4.9","4.9","4.4","4.7","4.6","Carbon Black Metallic","Coffee","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C52KLL02662","BBP6889","48756","SUV","4"
